"liability_owner","legal_entity_id","info_type","credit_status","valid_from","valid_to"
5101874,5101874,"BA","2",2010-12-31,2014-12-31
14697145,14697145,"BA","2",2003-12-31,2007-12-31
14697145,14697145,"BA","2",2004-11-23,2008-12-31
14697145,14697145,"BA","3",2004-11-23,2008-12-31
5101874,5101874,"BA","2",2010-12-31,2014-12-31
18930522,18930522,"BA","2",2010-12-31,2014-12-31
11754001,11754001,"BA","2",2011-12-31,2015-12-31
11754001,11754001,"BA","2",2013-09-27,2017-12-31
11754001,14528923,"BA","2",2011-12-31,2015-12-31
14234805,14234805,"BA","2",2014-12-19,2018-12-31
14234805,14234805,"BA","2",2014-12-19,2018-12-31
14234805,14234805,"BA","3",2014-12-19,2018-12-31
14697145,6433909,"BA","2",2003-12-31,2007-12-31
3498610,3498610,"BA","2",2011-12-31,2015-12-31
13695859,13695859,"BA","2",2009-09-24,2013-12-31
12012487,12012487,"BA","2",2009-12-31,2013-12-31
12012487,12012487,"BA","2",2010-03-31,2014-12-31
8265844,8265844,"BA","2",2006-12-31,2010-12-31
8265844,8265844,"BA","3",2007-05-24,2011-12-31
18640097,18640097,"BA","4",2016-12-31,2035-12-31
18640097,18640097,"BA","2",2016-12-31,2020-12-31
5067492,5067492,"BA","2",2011-12-31,2015-12-31
14697145,6433909,"BA","3",2004-12-31,2008-12-31
11754001,11754001,"BA","2",2008-12-31,2012-12-31
11754001,11754001,"BA","2",2013-09-27,2017-12-31
12012487,12012487,"BA","2",2008-12-31,2012-12-31
9696030,9696030,"BA","4",2009-12-31,2028-12-31
9696030,9696030,"BA","2",2010-11-19,2014-12-31
9696030,9696030,"BA","4",2010-11-19,2029-12-31
7062725,7062725,"BA","2",2009-09-18,2013-12-31
9696030,9696030,"BA","4",2010-11-19,2029-12-31
6272109,6272109,"BA","2",2017-12-31,2021-12-31
6272109,6272109,"BA","2",2016-12-31,2020-12-31
18444310,18444310,"BA","2",2013-12-31,2017-12-31
8103410,8103410,"BA","2",2015-12-31,2019-12-31
18444310,18444310,"BA","2",2011-12-31,2015-12-31
18640097,18640097,"BA","4",2015-12-31,2034-12-31
18640097,18640097,"BA","4",2014-12-31,2033-12-31
15040241,15040241,"BA","2",2016-12-31,2020-12-31
8265844,8265844,"BA","2",2012-12-31,2016-12-31
8265844,8265844,"BA","4",1997-12-31,2016-12-31
8265844,8265844,"BA","2",2012-12-31,2016-12-31
14234805,14234805,"BA","2",2017-04-04,2021-12-31
18640097,18640097,"BA","2",2017-02-20,2021-12-31
18640097,18640097,"BA","4",2014-12-31,2033-12-31
6696839,6696839,"BA","2",2018-12-31,2022-12-31
8265844,8265844,"BA","2",2012-12-31,2016-12-31
6696839,6696839,"BA","2",2018-12-31,2022-12-31
8265844,8265844,"BA","2",2012-12-31,2016-12-31
19073528,19073528,"BA","4",2004-12-31,2023-12-31
8265844,8265844,"BA","2",2011-12-31,2015-12-31
14234805,14234805,"BA","4",2015-12-31,2034-12-31
14234805,14234805,"BA","2",2013-12-31,2017-12-31
14234805,14234805,"BA","2",2017-04-04,2021-12-31
14234805,14234805,"BA","4",2014-12-31,2033-12-31
14234805,14234805,"BA","4",2012-12-31,2031-12-31
12947635,12947635,"BA","2",2019-02-25,2023-12-31
13654847,13654847,"BA","4",2018-10-05,2037-12-31
3347252,3347252,"BA","2",2020-12-31,2024-12-31
14234805,14234805,"BA","4",2016-12-31,2035-12-31
14234805,14234805,"BA","2",2012-12-31,2016-12-31
14234805,14234805,"BA","2",2015-12-31,2019-12-31
10317261,10317261,"BA","4",2019-12-31,2038-12-31
10317261,10317261,"BA","2",2018-12-31,2022-12-31
10317261,10317261,"BA","2",2020-07-21,2024-12-31
10317261,10317261,"BA","4",2018-12-31,2037-12-31
18640097,18640097,"BA","4",2016-12-31,2035-12-31
3347252,3347252,"BA","2",2018-12-31,2022-12-31
3347252,3347252,"BA","2",2021-12-31,2025-12-31
9978239,9978239,"BA","2",2015-12-31,2019-12-31
9978239,9978239,"BA","4",2013-12-31,2032-12-31
8265844,8265844,"BA","2",2011-12-31,2015-12-31
8265844,8265844,"BA","2",2011-12-31,2015-12-31
2470777,2470777,"BA","4",2001-12-31,2020-12-31
12947635,12947635,"BA","2",2015-12-31,2017-12-31
14234805,14234805,"BA","4",2013-12-31,2032-12-31
10317261,10317261,"BA","2",2019-12-31,2023-12-31
15040241,15040241,"BA","2",2016-12-31,2020-12-31
3347252,3347252,"BA","2",2019-12-31,2023-12-31
2184701,2184701,"BA","2",2020-09-30,2024-12-31
2184701,2184701,"BA","4",2017-12-31,2036-12-31
2184701,2184701,"BA","4",2018-12-31,2037-12-31
18640097,18640097,"BA","2",2017-02-20,2021-12-31
2184701,2184701,"BA","2",2017-10-16,2021-12-31
10317261,10317261,"BA","4",2017-12-31,2036-12-31
14234805,14234805,"BA","4",2014-12-19,2023-12-31
3347252,3347252,"BA","2",2018-12-31,2022-12-31
3347252,3347252,"BA","2",2017-12-31,2021-12-31
3347252,3347252,"BA","2",2021-09-29,2025-12-31
3347252,3347252,"BA","2",2020-12-31,2024-12-31
11335628,11335628,"BA","2",2020-12-31,2024-12-31
15040241,15040241,"BA","2",2016-12-31,2020-12-31
13418229,13418229,"BA","2",2016-12-31,2020-12-31
12947635,12947635,"BA","2",2013-12-31,2017-12-31
10317261,10317261,"BA","2",2018-12-31,2022-12-31
11841120,11841120,"BA","2",2020-07-24,2024-12-31
2184701,2184701,"BA","2",2020-09-30,2024-12-31
2184701,2184701,"BA","4",2019-12-31,2038-12-31
2184701,2184701,"BA","4",2018-12-31,2037-12-31
18640097,18640097,"BA","4",2019-12-31,2038-12-31
2470777,2470777,"BA","4",2017-12-31,2036-12-31
2470777,2470777,"BA","4",2018-12-31,2037-12-31
18640097,18640097,"BA","4",2015-12-31,2034-12-31
14234805,14234805,"BA","4",2014-12-31,2033-12-31
13418229,13418229,"BA","2",2019-06-17,2023-12-31
15040241,15040241,"BA","2",2016-12-31,2020-12-31
12609495,12609495,"BA","4",2021-11-05,2030-12-31
11231069,11231069,"BA","2",2019-12-31,2023-12-31
11231069,11231069,"BA","2",2020-12-31,2024-12-31
15508830,15508830,"BA","2",2017-12-31,2021-12-31
12947635,12947635,"BA","4",2016-12-31,2035-12-31
3347252,3347252,"BA","2",2019-12-31,2023-12-31
11231069,11231069,"BA","2",2020-12-31,2024-12-31
15508830,15508830,"BA","2",2017-12-31,2021-12-31
12947635,12947635,"BA","4",2016-12-31,2035-12-31
3347252,3347252,"BA","2",2019-12-31,2023-12-31
15040241,15040241,"BA","2",2016-12-31,2020-12-31
11231069,11231069,"BA","2",2019-12-31,2023-12-31
2184701,2184701,"BA","4",2020-09-30,2039-12-31
2184701,2184701,"BA","2",2017-12-31,2021-12-31
2184701,2184701,"BA","2",2018-12-31,2022-12-31
2184701,2184701,"BA","2",2019-12-31,2023-12-31
15508830,15508830,"BA","2",2017-12-31,2019-12-31
2832573,2832573,"BA","2",2008-12-31,2012-12-31
12609495,12609495,"BA","2",2021-11-05,2025-12-31
12947635,12947635,"BA","2",2018-12-31,2022-12-31
12947635,12947635,"BA","2",2018-12-31,2022-12-31
11231069,11231069,"BA","2",2021-11-22,2025-12-31
13418229,13418229,"BA","2",2016-12-31,2020-12-31
12947635,12947635,"BA","2",2014-12-31,2018-12-31
12947635,12947635,"BA","2",2015-12-31,2019-12-31
12947635,12947635,"BA","4",2007-12-31,2026-12-31
10317261,10317261,"BA","4",2018-12-31,2037-12-31
10317261,10317261,"BA","4",2019-12-31,2038-12-31
10317261,10317261,"BA","2",2019-12-31,2023-12-31
12947635,12947635,"BA","4",2018-12-31,2037-12-31
12947635,12947635,"BA","2",2019-03-15,2023-12-31
12947635,12947635,"BA","4",2016-12-31,2035-12-31
12609495,12609495,"BA","2",2018-12-31,2022-12-31
12609495,12609495,"BA","2",2019-12-31,2023-12-31
12609495,12609495,"BA","2",2021-11-05,2025-12-31
11231069,11231069,"BA","2",2021-11-15,2025-12-31
18640097,18640097,"BA","4",2019-12-31,2038-12-31
18640097,18640097,"BA","4",2020-12-31,2039-12-31
13654847,13654847,"BA","2",2018-10-05,2022-12-31
12947635,12947635,"BA","2",2015-12-31,2019-12-31
9978239,9978239,"BA","2",2016-12-31,2020-12-31
5101874,5101874,"BA","2",2011-12-31,2015-12-31
13418229,13418229,"BA","2",2018-06-25,2022-12-31
2184701,2184701,"BA","2",2017-05-05,2021-12-31
2184701,2184701,"BA","4",2017-05-05,2036-12-31
2184701,2184701,"BA","2",2016-12-31,2020-12-31
15508830,15508830,"BA","2",2016-12-31,2018-12-31
12947635,12947635,"BA","4",2015-12-31,2034-12-31
12947635,12947635,"BA","4",2017-12-31,2036-12-31
9978239,9978239,"BA","2",2016-12-31,2020-12-31
9978239,9978239,"BA","2",2013-12-31,2017-12-31
9978239,9978239,"BA","4",2014-12-31,2033-12-31
5372185,5372185,"PUB KK03","4",2012-03-23,2022-03-23
12609495,12609495,"BA","2",2017-12-31,2021-12-31
12609495,12609495,"BA","2",2018-12-31,2022-12-31
3498610,3498610,"BA","2",2016-12-31,2020-12-31
11231069,11231069,"BA","2",2020-12-31,2024-12-31
11231069,11231069,"BA","2",2019-12-31,2023-12-31
9978239,9978239,"BA","2",2016-12-31,2020-12-31
9978239,9978239,"BA","4",2013-12-31,2032-12-31
7841444,7841444,"PUB KK06","4",2001-11-02,2011-11-02
7841444,7841444,"PUB KK04","4",2000-09-08,2020-09-08
7841444,7841444,"PUB KK02","4",2000-06-23,2010-06-23
9978239,9978239,"PUB KK02","4",2008-07-18,2018-07-18
9978239,9978239,"PUB KK04","4",2009-01-30,2029-01-30
9978239,9978239,"PUB KK06","4",2009-03-13,2019-03-13
7841444,7841444,"PUB KK06","4",2001-11-02,2011-11-02
7841444,7841444,"PUB KK04","4",2000-09-08,2020-09-08
7841444,7841444,"PUB KK02","4",2000-06-23,2010-06-23
9978239,9978239,"PUB KK02","4",2008-07-18,2018-07-18
9978239,9978239,"PUB KK04","4",2009-01-30,2029-01-30
9978239,9978239,"PUB KK06","4",2009-03-13,2019-03-13
18640097,18640097,"BA","2",2016-12-31,2020-12-31
5845465,5845465,"PUB KK02","4",2017-11-24,2027-11-24
5845465,5845465,"PUB KK04","4",2018-02-23,2028-02-23
5845465,5845465,"PUB KK06","4",2018-06-29,2028-06-29
15040241,15040241,"BA","2",2016-12-31,2020-12-31
9978239,9978239,"BA","4",2017-12-31,2036-12-31
1450165,1450165,"BA","2",2016-12-31,2020-12-31
9978239,9978239,"BA","2",2015-12-31,2019-12-31
9978239,9978239,"BA","2",2017-12-31,2021-12-31
9978239,9978239,"BA","2",2014-12-31,2018-12-31
9978239,9978239,"BA","3",2017-12-31,2021-12-31
18640097,18640097,"BA","4",2021-12-31,2040-12-31
9978239,9978239,"BA","2",2014-12-31,2018-12-31
9978239,9978239,"BA","2",2017-12-31,2021-12-31
9978239,9978239,"BA","2",2013-12-31,2017-12-31
9978239,9978239,"BA","4",2016-12-31,2035-12-31
2470777,2470777,"PUB SB01","4",2000-01-14,2010-01-14
2470777,2470777,"PUB SB01","4",2000-01-14,2010-01-14
7062725,7062725,"PUB SB02","2",2019-05-16,2029-05-16
7062725,7062725,"PUB KK03","4",2012-07-10,2022-07-10
7062725,7062725,"PUB SB02","2",2018-06-13,2028-06-13
7062725,7062725,"PUB SB02","2",2018-06-13,2028-06-13
7062725,7062725,"PUB KK01","4",2012-04-20,2022-04-20
7062725,7062725,"PUB SB02","2",2019-04-30,2029-04-30
9733595,9733595,"PUB KK03","4",2007-12-07,2017-12-07
9733595,9733595,"PUB KK03","4",2010-08-20,2020-08-20
7062725,10592637,"PUB HR02","4",2012-04-26,2032-04-26
7062725,7062725,"PUB SB02","2",2019-05-16,2029-05-16
7062725,7062725,"PUB KK03","4",2012-07-10,2022-07-10
7062725,7062725,"PUB SB02","2",2018-06-13,2028-06-13
7062725,7062725,"PUB SB02","2",2018-06-13,2028-06-13
7062725,7062725,"PUB KK01","4",2012-04-20,2022-04-20
7062725,7062725,"PUB SB02","2",2019-04-30,2029-04-30
9733595,9733595,"PUB KK03","4",2007-12-07,2017-12-07
9733595,9733595,"PUB KK03","4",2010-08-20,2020-08-20
7062725,10592637,"PUB HR02","4",2012-04-26,2032-04-26
9978239,1934948,"PUB KK03","4",2006-02-17,2016-02-17
6091833,6091833,"PUB SB01","4",1998-11-27,2008-11-27
9232442,9232442,"PUB 301","4",2007-12-24,2027-12-24
14234805,14234805,"PUB SB02","2",2022-10-27,2032-10-27
14234805,14234805,"PUB SB02","2",2022-06-10,2032-06-10
18444310,18444310,"BA","2",2014-12-31,2018-12-31
14234805,14234805,"PUB SB02","2",2022-10-27,2032-10-27
14234805,14234805,"PUB SB02","2",2022-06-10,2032-06-10
18444310,18444310,"BA","2",2014-12-31,2018-12-31
14234805,14234805,"PUB SB02","2",2022-10-27,2032-10-27
14234805,14234805,"PUB SB02","2",2022-06-10,2032-06-10
18444310,18444310,"BA","2",2014-12-31,2018-12-31
14234805,14234805,"PUB SB02","2",2022-10-27,2032-10-27
14234805,14234805,"PUB SB02","2",2022-06-10,2032-06-10
18444310,18444310,"BA","2",2014-12-31,2018-12-31
14234805,14234805,"PUB SB02","2",2022-10-27,2032-10-27
14234805,14234805,"PUB SB02","2",2022-06-10,2032-06-10
18444310,18444310,"BA","2",2014-12-31,2018-12-31
9696030,9696030,"PUB KK04","4",2003-11-21,2023-11-21
9696030,9696030,"PUB KK06","4",2004-02-06,2014-02-06
9696030,9696030,"PUB KK01","4",2003-08-13,2013-08-13
9696030,9696030,"PUB KK02","4",2003-10-03,2013-10-03
11734957,11734957,"PUB SB01","4",1997-09-05,2007-09-05
18389959,18389959,"PUB SB02","2",2022-10-24,2032-10-24
18389959,18389959,"PUB SB02","2",2022-10-24,2032-10-24
18389959,18389959,"PUB SB02","2",2022-10-24,2032-10-24
15793229,15793229,"PUB KK10","4",2006-01-25,2026-01-25
